Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
17260c93-fcaf-3ccf-815b-0ddb786f5f6d,HOLLYWOOD CROSS MEDICAL CLINIC,1110 N WESTERN AVE,LOS ANGELES,CA,900291087,34.0536909,-118.242766,3234636881,0.0,779
c14dfbe8-b54d-345e-9c25-25f803f7cf00,5648 EAST GOTHAM STREET LLC,5648 GOTHAM ST,BELL GARDENS,CA,902015413,33.961156,-118.166445,5629272641,0.0,2
0b8339ab-4ea4-39cb-89f8-bded4ddc7bff,HEALTHY BEGINNINGS -  FRENCH CAMP,500 WEST HOSPITAL ROAD  SUITE A,FRENCH CAMP,CA,952319693,37.886327,-121.28297548125127,2094686147,0.0,5
bf5c8080-2932-33cd-a909-544a6cf35968,COUNTY OF RIVERSIDE,26520 CACTUS AVE,MORENO VALLEY,CA,925553927,33.9119259,-117.19637878783084,9514864458,0.0,20
1dd0d14f-2ee5-33f6-a814-9ecc2a14998e,ROYAL HOME CARE INC,870 HAMPSHIRE RD STE P,WESTLAKE VILLAGE,CA,913616041,34.15478506398215,-118.83157757806522,8052303033,0.0,11
253e2da3-fd74-33b3-8ff9-f20e36990a2a,MOUNTAIN VIEW HOSPICE,2592 N. SANITAGO BLVD,ANAHEIM,CA,928046658,33.8347516,-117.911732,8559199393,0.0,1
4540ecfc-9ac2-39e0-a54a-8c6f281c83e7,PLATINUM MEDICAL CARE,11100 WARNER AVE,FOUNTAIN VALLEY,CA,927087511,33.715711299999995,-117.9358160462603,7146419696,0.0,37
06a57cb3-e544-3104-ad03-02d55364b9ea,VA Palo Alto Health Care System,3801 Miranda Avenue,Palo Alto,CA,94304,37.402836,-122.14173,650-493-5000,0.0,167
b4352609-b23a-3cfe-8622-f33fc9f31673,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,39950 VISTA DEL SOL,RANCHO MIRAGE,CA,922703206,33.758467795918364,-116.39758967346938,7603400053,0.0,3
30c2256c-5b5f-367a-896d-43a20284096b,TIBURCIO VASQUEZ HEALTH CENTER INC,28300 HUNTWOOD AVE,HAYWARD,CA,945445425,37.6352518,-122.066243,5104715907,0.0,28
6e2d7cdb-1abc-30ac-807a-c7fb14733a29,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,945454339,37.63320025,-122.08790356843016,5107826200,0.0,154
a5e9d63d-9eef-3426-aacd-8391a5ddaee4,AHMC SETON MEDICAL CENTER LLC,1900 SULLIVAN AVE,MOSS BEACH,CA,940389641,37.52011950000001,-122.5096690223618,6509924000,0.0,21
5d0ef748-1894-3819-a370-79b03a89ade2,PRESTIGE MEDICAL CLINIC AND URGENT CARE INC,1532 SAN BERNARDINO AVE STE A2,POMONA,CA,917673559,34.075793,-117.720272,9099570131,0.0,11
0ff78642-3664-3211-929e-6a024de979bb,ANAHEIM TERRACE CARE CENTER,141 SOUTH KNOTT AVENUE,ANAHEIM,CA,928041406,33.8228826,-118.0108498,7148217310,0.0,3
e9d0216e-1b46-3d32-9c82-4109c47aaad7,UNICARE COMMUNITY HEALTH CENTER INC,16127 FOOTHILL BLVD,FONTANA,CA,923353374,34.10648466265709,-117.45296652495978,9093470700,0.0,5
51fd9255-9f49-3abe-b840-4fcf34a5e0ee,COUNTY OF RIVERSIDE,3055 W RAMSEY ST,BANNING,CA,922203781,33.9255685,-116.875289,9518496794,0.0,28
1382083f-082e-3567-9141-e4829c9ffd8d,1 WORLD MEDICINE URGENT CARE CORP,925 S GARFIELD AVE,ALHAMBRA,CA,918014442,34.085471909090906,-118.12315104545455,6265723688,0.0,2
7101cd54-71e9-30fd-9706-6b037a468ace,NEIGHBORHOOD HEALTHCARE EL CAJON,855 EAST MADISON AVENUE,EL CAJON,CA,920203819,32.800285,-116.952309,6194402751,0.0,5
a0c63140-c437-3c5e-93dd-cbdfaf7eb93d,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,945202267,37.9835342,-122.03326853469336,9256828200,0.0,15
2ae953e9-97b3-3394-b6e8-3810ab14ea88,ANAHEIM HEALTHCARE CENTER LLC,501 S BEACH BLVD,ANAHEIM,CA,928041810,33.8273493,-117.9934479,7148160540,0.0,1
d5880dbc-90f8-367c-9779-654127241324,APPLEWOOD POST ACUTE,1090 RIO LANE,SACRAMENTO,CA,958221706,38.532278326530616,-121.51831165306123,9164462506,0.0,7
0072bb4c-2b6a-38df-80fa-149efbc6f22f,PACIFIC COAST FAMILY MEDICINE,3816 WOODRUFF AVE STE 410,LONG BEACH,CA,908082146,33.82809,-118.1152833,5022972659,0.0,132
e6b250a5-9204-325f-923f-e3b8e19ce550,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,960010852,40.585181649999996,-122.38762824209377,5302445454,0.0,1
a57489e4-f665-3dde-8406-9ff3f0a5b508,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,950651705,36.99011325,-121.98355367962361,8314627700,0.0,7
a2acc2d6-25c5-330d-8d81-118480281b9c,PRIME HEALTHCARE SERVICES - ST FRANCIS LLC,3630 E IMPERIAL HWY,SOUTH GATE,CA,902806237,33.9305079,-118.174463,3109008900,0.0,201
bc450266-f594-3852-8438-6ebd550172f9,COUNTY OF RIVERSIDE,26520 CACTUS AVE,MORENO VALLEY,CA,925553927,33.9119259,-117.19637878783084,9514864000,0.0,8
d82396dd-d4a4-3ccd-9084-a5f92c781de4,THE REHABILITATION CENTER OF BAKERSFIELD,2211 MOUNT VERNON AVENUE,BAKERSFIELD,CA,933063309,35.38804571428572,-118.96734848979592,6618722121,0.0,3
ab484f8f-8cba-3b9a-b80e-30b7775109d7,CONTINUUM FAMILY HEALTH MEDICAL CORPORATION,13949 MONO WAY,SONORA,CA,953702807,37.977172350000004,-120.33901555333689,2092139184,0.0,20
8d1bbb74-2258-331a-8b08-1584eaa8b9d8,ALAMEDA HEALTH SYSTEM,6955 FOOTHILL BLVD SUITE 200,OAKLAND,CA,946052426,37.769681076501826,-122.17535500849695,5105675704,0.0,29
da8fddf9-b4de-3f4b-8709-506e73a08e06,PASADENA HOME HEALTH CARE,3821 E SIERRA MADRE BLVD,PASADENA,CA,911071948,34.16185,-118.070054,6263511300,0.0,5
52807894-b118-3e74-84e6-99c2af520b8e,PRECAUTIONARY HOME HEALTH SERVICES INC,11011 CRENSHAW BLVD SUITE 203,INGLEWOOD,CA,903036334,33.93562342842355,-118.32650284412802,3232411150,0.0,130
8806462c-4c2a-32ad-b873-5fe577aa8338,SEAL BEACH HEALTH AND REHABILITATION CENTER,3000 N GATE ROAD,SEAL BEACH,CA,907402535,33.77321795,-118.07813602083837,5625982477,0.0,12
ad1a4d2b-b32c-3558-851d-15a0eb97cd1c,SOLANO COUNTY HEALTH AND SOCIAL SERVICES,1119 EAST MONTE VISTA AVENUE,VACAVILLE,CA,956883009,38.36079005,-121.97670764718225,7077848584,0.0,63
c63030a8-50de-3b32-9559-f24fa51a0005,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,SACRAMENTO,CA,958212122,38.66952005,-121.31317653001221,9165375000,0.0,888
0d309302-e37e-313e-9cd2-1995aedafd7d,COMPLETE CARE COMMUNITY HEALTH CENTER  INC,2595 E WASHINGTON BLVD STE 106,PASADENA,CA,911071409,34.16923244444445,-118.09680325396826,6267948133,0.0,31
67561b3a-eb88-34de-b43b-82bcd51d726a,VALLEY HEALTH CENTER LENZEN,976 LENZEN AVENUE,SAN JOSE,CA,951262737,37.334267,-121.91211257935106,4088855000,0.0,40
955666b7-a665-32ac-ad80-d5b6579ae610,INSIGHT HEALTH AND WELLNESS  LLC,2211 CORINTH AVE STE 103,BEVERLY HILLS,CA,902112003,34.0696501,-118.3963062,3104568451,0.0,39
3941a93d-060f-363c-b5b2-171109878a06,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,913353700,34.2006552,-118.536528,8187743314,0.0,213
bbb2fb97-1c9c-3c55-81e5-f8ebab17205c,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,925631401,33.61476705,-117.16858006444426,9512904000,0.0,23
4d426f3e-f7c2-39c3-a033-896322709d0f,Modesto Clinic,1225 Oakdale Road,Modesto,CA,95355,37.662674,-120.95753,209-557-6200,0.0,4418
e863da34-efb4-3236-b576-f277e39bdf1e,COVENANT ADVANCED PRIMARY CARE SOLUTIONS,152 CATHERINE LN STE F,PENN VALLEY,CA,959469000,39.1948165,-121.19264637070282,8889662398,0.0,30
38fcc1cb-6c6e-31c3-9aec-b73a06136c88,AHMC SAN GABRIEL VALLEY MEDICAL,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,6262895454,0.0,32
6e9a512c-2016-36d1-80fd-f7783bd0f85c,ADVANCED HOME CARE INC,1000 QUAIL  NO 130,FONTANA,CA,923377584,34.1189092,-117.4923728,7148331680,0.0,15
c35222bc-c8be-3990-b7a9-45f783883ef2,FAMILY MEDICINE CLINIC - FRENCH CAMP,500 WEST HOSPITAL ROAD  SUITE B,FRENCH CAMP,CA,952319693,37.886327,-121.28297548125127,2094686709,0.0,33
9ad66a31-c8f5-34e3-aab4-153dd6c7d029,VACAVILLE HEALTHCARE INC,585 NUT TREE CT,VACAVILLE,CA,956873353,38.36185117075607,-121.94841636231169,7074498000,0.0,1
ee0c5ab9-1b30-3800-ab0f-317da40c01b4,THC-ORANGE COUNTY LLC,875 N BREA BLVD,BREA,CA,928212606,33.9349157,-117.89386520607448,7145296842,0.0,95
f1064d5f-5b9b-3d3b-85ed-53f8f424813e,SIMI VALLEY HOSPITAL AND HEALTH CARE SERVICES,2975 SYCAMORE DR,SIMI VALLEY,CA,930651502,34.28907715,-118.74568288307515,8059556000,0.0,62
2a6ee10b-87d6-3aca-a3a1-6cdd2bf7a689,MANORCARE HEALTH SERVICES (SUNNYVALE),1150 TILTON DRIVE,SUNNYVALE,CA,940872440,37.35647975,-122.03279360889262,4087357200,0.0,5
2fdb9404-2926-393a-b4ae-790462c1bb9c,LARS ANKER MD A MEDICAL CORPORATION,1310 W STEWART DR,UPLAND,CA,917864920,34.09751,-117.6483876,7149197661,0.0,80
318177d2-1f1a-3c73-ac77-d87946464daa,CAPITOL INTERNAL MEDICINE ASSOCIATES,6620 COYLE AVE STE 302,KENTFIELD,CA,949041418,37.9519958,-122.5572116,9165123963,0.0,72
2077543a-d86b-3cff-886c-ec9e5b991da5,MARTIN LUTHER KING  JR. COMMUNITY HOSPITAL,1680 EAST 120TH STREET,LOS ANGELES,CA,900593026,33.92289615,-118.24269392395072,4248356808,0.0,271
5ce07dfc-9413-38ed-b564-4fb35739698d,DIGNITY HEALTH HOME HEALTH,124 S COLLEGE DRIVE,SANTA MARIA,CA,934545325,34.9385168,-120.4248686,8057393830,0.0,1
5dd877bc-fb73-3478-8787-fee4f6ddbc50,AHMC GARFIELD MEDICAL CENTER LP,525 N GARFIELD AVE,MONTEREY PARK,CA,917541202,34.068338,-118.12373398675925,6265732222,0.0,4
dab5e3e2-ec40-3713-97b5-6d23635e9372,REDDY URGENT CARE INC,123 ATLANTIC AVE,LOS ALAMITOS,CA,907203562,33.8038865,-118.0772433,5622091569,0.0,14
cc6760f7-06d8-3152-ab5e-755c7cdf601c,PREMIER SURGERY CENTER OF SANTA MARIA,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,34.934393535806414,-120.42278392789598,8053477813,0.0,104
92985966-c16c-30de-b354-bda6ac0b1668,CARMEL HILLS CARE CENTER,23795 W. R. HOLMAN HIGHWAY,MONTEREY,CA,939405903,36.2231079,-121.3877428,8316241875,0.0,4
ae69a993-834d-3c73-95f5-4f0f5ea4486b,POWAY SURGERY CENTER,15525 POMERADO ROAD SUITE E2,POWAY,CA,92062,32.995008,-117.057196,8585210031,0.0,2
ea9e4577-d8bd-3ee0-913b-1d987fa4d3db,PARTNERS URGENT CARE-EASTLAKE,2315 OTAY LAKES RD,CHULA VISTA,CA,919151162,32.648796,-116.964834,7143895700,0.0,1
72c85f98-56d0-3959-b74a-e9071645aa26,FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES  INC,22310 WARDHAM AVE,HAWAIIAN GARDENS,CA,907161740,33.82656788888889,-118.06495222222222,5624202433,0.0,112
299e2731-a4c8-3110-abf4-176a65b2fce1,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,922016739,33.7061251,-116.23612764229054,7603476191,0.0,414
d72a0091-17e0-3e09-b097-2b37e555b3c3,SOMAGEN HEALTHCARE  INC.,10538 MISSION GORGE RD,SANTEE,CA,920713154,32.838712,-116.96787,6194560033,0.0,44
06fec4c4-fa5c-351f-8207-679ccec616b3,ALTAMED MEDICAL GROUP SANTA ANA  CENTRAL,1155 W CENTRAL AVENUE  SUITE 104-107,SANTA ANA,CA,927073165,33.7132,-117.8843981,7145000491,0.0,37
3464bba2-d19a-32dc-91b0-a7a64faf883d,COUNTY OF SANTA CLARA,751 S BASCOM AVE,SAN JOSE,CA,951282604,37.31312855,-121.935317957676,4088855000,0.0,44
83544c4f-8461-32cb-aadc-3fa11dfe0f1e,MVP PEDIATRIC AND URGENT CARE A PROFESSIONAL CORPORATION,18555 VENTURA BLVD STE B,TARZANA,CA,913564192,34.16956069230769,-118.5377316923077,3108494400,0.0,3
63841c00-7796-3795-bffc-00bba4b6c241,MODERN URGENT CARE INC,2519 E WHITMORE AVE,CERES,CA,953072634,37.59482563265306,-120.94935740816327,2098183414,0.0,3
550522fa-aade-311a-b064-5f800b624f8c,MODESTO URGENT CARE INC,1908 COFFEE RD,MODESTO,CA,953552719,37.67117364285715,-120.97581157142857,2095291542,0.0,663
e2db0de7-6794-3a04-8338-b307bfb7b078,UNITED HEALTH CENTERS OF THE SAN JOAQU,476 EAST WASHINGTON AVENUE,EARLIMART,CA,932190000,35.884411346590205,-119.27135393451397,6618492781,0.0,1
df9e231d-59f6-3442-b152-373f5e62d3b7,MC HOME HEALTH SERVICES  INC,18800 AMAR ROAD  SUITE B-5,WALNUT,CA,917897100,34.028275,-117.891617,6268541450,0.0,7
51114515-82b9-356d-bfbf-7d4ce21d0256,FAMILY PRACTICE CALIFORNIA STREET,1414 N CALIFORNIA STREET  SUITE C,STOCKTON,CA,952021515,37.96679700730371,-121.28805697314951,2094689540,0.0,29
73b6ad63-56f7-3f42-bbe3-079fa082a9ed,THC-ORANGE COUNTY LLC,2800 BENEDICT DR,SAN LEANDRO,CA,945776840,37.716703300000006,-122.13080865946188,5103578300,0.0,14
9e9ace2f-79b1-36fd-b546-5b1bd7040543,VALLEY HEALTH TEAM  INC.,21890 COLORADO AVE,SAN JOAQUIN,CA,93660,37.923589,-121.298178,5596932462,0.0,65
f211dbc7-e4ec-32e4-89ee-e2b5c7f891e4,DOCTORS MEDICAL CENTER OF MODESTO INC,1501 CLAUS RD,MODESTO,CA,953559711,37.66520015379475,-120.92137329745395,2095584700,0.0,36
77773611-cdd9-3f91-9137-16c3c1f96798,MORENO VALLEY URGENT CARE INC,24318 HEMLOCK AVE,MORENO VALLEY,CA,925577225,33.942088557397,-117.2405072093621,9512435050,0.0,97
9b299563-6d4e-35d7-b1a2-d3045ad4f5d5,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,900341702,34.038716300000004,-118.37480911030259,2138572201,0.0,137
e69846b5-b69c-3337-a932-6a9982316572,CRENSHAW NURSING HOME,1900 S LONGWOOD AVE,LOS ANGELES,CA,900161408,34.039818,-118.34537,3239331560,0.0,15
6f8eb99b-ee1e-3791-9778-ff3a392246a2,COMMUNITY HEALTH SYSTEMS INC,22675 ALESSANDRO BLVD,MORENO VALLEY,CA,925538551,33.917001223552035,-117.26702073080725,9515712350,0.0,69
eff95a40-d6a1-320c-a110-ef4742484e1d,Sepulveda OPC and Nursing Home,16111 Plummer Street,North Hills,CA,91343,34.24288,-118.48041,818-891-7711 Or 818-891-7711,0.0,257
edeab4c4-401c-3178-89c4-5b286c80be07,APEX URGENT CARE INC,851 E 6TH ST STE B4,BEAUMONT,CA,922232712,33.9287054,-116.97069787500001,9518452294,0.0,11
2886c15b-c014-3055-89c3-700c60ff9cbc,AXIS COMMUNITY HEALTH,3311 PACIFIC AVENUE,LIVERMORE,CA,945507007,37.6757202,-121.75497403898679,4152762585,0.0,41
dcaf0cf9-3e34-3de7-a77a-c4aff3206ea9,COMMUNITY HEALTH ALLIANCE OF PASADENA,513 E LIME AVE,MONROVIA,CA,910162982,34.14825069387755,-117.9932992244898,6267880290,0.0,5
a8275466-e516-3df2-ab92-c192572194e4,DYCORA TRANSITIONAL HEALTH QUAIL LAKE LLC,1221 ROSEMARIE LN,STOCKTON,CA,952076703,37.98744145,-121.31961517636543,2094772664,0.0,1
e6b3c7cf-49d3-3f0e-9445-11a5614a0ad3,CFHS HOLDINGS  INC.,4650 LINCOLN BLVD,MARINA DEL REY,CA,902926638,33.98135232254192,-118.4401292012784,3104485261,0.0,356
d6296e3f-ed1c-3545-acc8-9d0ddcff1719,CENTRAL CITY COMMUNITY HEALTH CENTER  INC,13742 AMAR RD,LA PUENTE,CA,917461683,34.05397005862314,-117.97732899440513,6269190400,0.0,83
463a2ec1-bcf1-3adf-bc0b-2b1dcca655ac,FRIENDSHIP MANOR NURSING & REHAB CENTER,902 SOUTH EUCLID AVENUE,NATIONAL CITY,CA,91950,32.68178277767742,-117.08201673937708,6197917700,0.0,2
7853122c-f73d-3354-b099-a6398e69e331,OPULENT HEALTH & WELLNESS INC,95 DECLARATION DR STE 4,CHICO,CA,959734916,39.77197603559278,-121.87230376706025,4243843432,0.0,61
27cabd2c-a8ec-3860-9ca0-671577afe7b4,GROSSMONT HOSPITAL CORPORATION,5555 GROSSMONT CENTER DR,LA MESA,CA,919423019,32.78093805,-117.00666249522895,6197406000,0.0,415
accc48e0-9f06-3cbe-89d3-df83ee3cd925,VERDUGO INTERNAL MEDICINE A MEDICAL GROUP INC,1809 VERDUGO BLVD,GLENDALE,CA,912081402,34.20572112438017,-118.21518567231655,8187906225,0.0,29
8b3c60eb-5961-3177-9920-a41eb4556e9b,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,941104403,37.74699015,-122.4208571403392,4156478600,0.0,78
e8518820-7c69-3120-aaa3-b168140a5013,SPRING VALLEY POST ACUTE LLC,14973 HESPERIA ROAD,VICTORVILLE,CA,923953923,34.523193502394854,-117.29635519170543,7602456477,0.0,3
4c64cceb-376d-3457-8dc5-2879ff77c20b,MARQUIS CARE AT SHASTA,3550 CHURN CREEK RD.,REDDING,CA,960022718,40.556207309154374,-122.35280168418231,5302223630,0.0,8
9452e608-a859-3471-8f6b-f6ce3d32688e,PLACENTIA LINDA HOSPITAL  INC.,1301 N ROSE DR,PLACENTIA,CA,928703802,33.88655895,-117.84324990647133,7149932000,0.0,111
61bc72de-993c-32a1-a33c-2c8caf40be04,SONOMA SPECIALTY HOSPITAL  LLC,501 PETALUMA AVE,SEBASTOPOL,CA,954724215,38.397302499999995,-122.8192628217564,7078238511,0.0,560
48f1bf5e-f4ba-3529-bd51-f9d8f30a491e,ZEAL HOSPICE INC,400 S ATLANTIC BLVD,MONTEREY PARK,CA,917543292,34.05732084220101,-118.13438725094376,3234972259,0.0,2
e7a2be0c-be14-35e6-8546-328e3101a661,ADVENT HEALTHCARE SERVICES  INC,3333 S BREA CANYON RD  STE 123,DIAMOND BAR,CA,917653783,33.9682909,-117.8469648,9098392511,0.0,4
0999f761-3582-394e-b35b-b28fc1fb2434,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,925925896,33.4810738,-117.10616979081323,9513312200,0.0,380
485a01e6-9ba0-3fed-9f13-ca5942705d8b,SOUTH COAST GLOBAL MEDICAL CENTER INC,2701 S BRISTOL ST,SANTA ANA,CA,927046201,33.7109311,-117.884387,7147545454,0.0,58
078d8939-83a3-3bf4-b5fb-31986669efb7,PLEASANTON URGENT CARE INC.,3128 SANTA RITA RD,PLEASANTON,CA,945668300,37.69029938723925,-121.87863048859407,9254629300,0.0,1
6f3d8a12-0402-349c-aeaa-e4857ff40a55,EL DORADO COUNTY COMMUNITY HEALTH CENTER,3100 PONTE MORINO DR,CAMERON PARK,CA,956827450,38.662473,-120.967315,5306217700,0.0,30
ea403d2c-a3c8-3242-8cb4-9b4d6e58afe3,FOREMOST HOME HEALTH CARE  INC,7033 W SUNSET BLVD SUITE 314,LOS ANGELES,CA,900287564,34.09804794117647,-118.34268982352941,3239539392,0.0,6
a1bb195c-f417-3290-97f8-8f7165b3fd5f,SAN BERNARDINO HOSPICE  INC,256 CAJON ST STE D,REDLANDS,CA,923735278,34.0518926,-117.1805151,9097487999,0.0,1
20d0299c-1613-3b26-9da4-6c79388e1697,COUNTRY VILLA SOUTH BAY  LLC,5901 DOWNEY AVE,LONG BEACH,CA,908054518,33.863055,-118.151306,5626344693,0.0,1
99612e44-07f6-31c8-b547-bba0c86ee78f,FAMILY HEALTHCARE NETWORK,7060 N RECREATION AVE,FRESNO,CA,937208022,36.839023775510206,-119.740343,5597374700,0.0,68
